id,sales_date,producto,cantidad,precio_unitario,sales_amount
550,2025-03-19,Taladro,5,35000,167781.82
551,2025-03-19,Destornillador,1,1800,1738.05
552,2025-03-19,Llave inglesa,3,3500,10386.42
553,2025-03-20,Taladro,4,35000,135843.32
554,2025-03-20,Martillo,3,4500,13810.1
555,2025-03-20,Cinta métrica,3,1500,4625.52
556,2025-03-20,Martillo,1,4500,4654.07
557,2025-03-20,Cinta métrica,3,1500,4511.78
558,2025-03-20,Taladro,1,35000,32499.46
559,2025-03-20,Tornillos (caja),4,1200,4353.41
560,2025-03-20,Destornillador,2,1800,3800.53
561,2025-03-20,Sierra,3,5800,16992.33
562,2025-03-21,Martillo,5,4500,20940.47
563,2025-03-21,Nivel,3,4200,12277.47
564,2025-03-21,Destornillador,5,1800,8347.85
565,2025-03-21,Sierra,4,5800,22338.75
566,2025-03-21,Llave inglesa,2,3500,7644.73
567,2025-03-21,Martillo,2,4500,8998.28
568,2025-03-21,Cinta métrica,5,1500,6926.64
569,2025-03-21,Llave inglesa,4,3500,13200.8
570,2025-03-21,Tornillos (caja),3,1200,3739.67
571,2025-03-21,Nivel,2,4200,7766.03
572,2025-03-21,Destornillador,4,1800,6728.63
573,2025-03-21,Nivel,1,4200,4460.83
574,2025-03-22,Sierra,1,5800,5858.0
575,2025-03-22,Llave inglesa,3,3500,11237.86
576,2025-03-22,Taladro,3,35000,105183.87
577,2025-03-22,Destornillador,2,1800,3810.29
578,2025-03-22,Pinza,4,2200,7966.26
579,2025-03-22,Clavos (kg),5,2800,13632.95
580,2025-03-22,Clavos (kg),2,2800,5725.38
581,2025-03-22,Destornillador,1,1800,1731.34
582,2025-03-23,Clavos (kg),4,2800,11802.93
583,2025-03-23,Tornillos (caja),1,1200,1110.08
584,2025-03-23,Sierra,1,5800,5741.97
585,2025-03-23,Clavos (kg),3,2800,7775.6
586,2025-03-23,Clavos (kg),5,2800,13109.5
587,2025-03-23,Taladro,4,35000,140080.19
588,2025-03-23,Martillo,1,4500,4516.29
589,2025-03-23,Llave inglesa,2,3500,6526.75
590,2025-03-23,Pinza,3,2200,7190.68
591,2025-03-23,Clavos (kg),3,2800,8981.17
592,2025-03-24,Pinza,5,2200,10503.79
593,2025-03-24,Llave inglesa,5,3500,17617.17
594,2025-03-24,Clavos (kg),2,2800,5702.83
595,2025-03-24,Tornillos (caja),2,1200,2242.18
596,2025-03-24,Tornillos (caja),5,1200,5805.14
597,2025-03-24,Tornillos (caja),1,1200,1278.06
598,2025-03-24,Martillo,1,4500,4090.92
599,2025-03-25,Llave inglesa,2,3500,7373.74
600,2025-03-25,Cinta métrica,5,1500,7708.49
601,2025-03-25,Nivel,5,4200,20116.62
602,2025-03-25,Llave inglesa,4,3500,13285.66
603,2025-03-25,Cinta métrica,3,1500,4458.19
604,2025-03-25,Martillo,2,4500,8891.29
605,2025-03-25,Nivel,4,4200,15805.52
606,2025-03-25,Tornillos (caja),2,1200,2310.04
607,2025-03-25,Sierra,3,5800,19054.3
608,2025-03-25,Taladro,3,35000,105314.58
609,2025-03-25,Destornillador,3,1800,5121.08
610,2025-03-25,Destornillador,3,1800,5345.56
611,2025-03-26,Destornillador,1,1800,1724.48
612,2025-03-26,Cinta métrica,5,1500,7377.2
613,2025-03-26,Taladro,3,35000,114108.78
614,2025-03-26,Sierra,2,5800,12210.44
615,2025-03-26,Nivel,5,4200,20860.62
616,2025-03-27,Nivel,1,4200,3855.64
617,2025-03-27,Cinta métrica,5,1500,7435.85
618,2025-03-27,Pinza,2,2200,4473.34
619,2025-03-27,Martillo,1,4500,4303.22
620,2025-03-27,Tornillos (caja),4,1200,4594.32
621,2025-03-27,Martillo,1,4500,4437.83
622,2025-03-27,Llave inglesa,3,3500,11054.1
623,2025-03-28,Martillo,4,4500,16384.17
624,2025-03-28,Clavos (kg),2,2800,5446.03
625,2025-03-28,Llave inglesa,1,3500,3420.44
626,2025-03-28,Nivel,5,4200,20074.83
627,2025-03-28,Tornillos (caja),5,1200,5542.57
628,2025-03-28,Destornillador,4,1800,7017.41
629,2025-03-28,Sierra,5,5800,31545.9
630,2025-03-28,Taladro,2,35000,71434.48
631,2025-03-29,Clavos (kg),1,2800,2545.37
632,2025-03-29,Taladro,3,35000,111383.28
633,2025-03-29,Clavos (kg),4,2800,10413.63
634,2025-03-29,Clavos (kg),2,2800,5407.32
635,2025-03-29,Tornillos (caja),3,1200,3357.0
636,2025-03-29,Tornillos (caja),3,1200,3667.48
637,2025-03-29,Clavos (kg),5,2800,14090.55
638,2025-03-29,Tornillos (caja),3,1200,3581.92
639,2025-03-29,Martillo,3,4500,13044.35
640,2025-03-30,Cinta métrica,5,1500,7211.52
641,2025-03-30,Martillo,5,4500,22385.66
642,2025-03-30,Tornillos (caja),5,1200,5673.05
643,2025-03-30,Martillo,5,4500,22412.02
644,2025-03-31,Tornillos (caja),4,1200,4461.86
645,2025-03-31,Pinza,1,2200,2231.93
646,2025-03-31,Destornillador,2,1800,3253.63
647,2025-03-31,Sierra,4,5800,21582.64
648,2025-03-31,Pinza,4,2200,8803.2
649,2025-03-31,Tornillos (caja),4,1200,5157.91
650,2025-03-31,Martillo,2,4500,9033.63
651,2025-03-31,Clavos (kg),3,2800,9236.85
652,2025-03-31,Nivel,5,4200,20482.66
653,2025-03-31,Taladro,4,35000,151539.48
654,2025-03-31,Sierra,5,5800,28154.86
655,2025-04-01,Tornillos (caja),4,1200,4504.57
656,2025-04-01,Pinza,3,2200,6676.67
657,2025-04-01,Pinza,3,2200,6957.95
658,2025-04-01,Pinza,4,2200,8477.99
659,2025-04-01,Sierra,5,5800,31515.46
660,2025-04-01,Llave inglesa,3,3500,9705.94
661,2025-04-01,Clavos (kg),4,2800,12086.5
662,2025-04-02,Sierra,2,5800,11113.85
663,2025-04-02,Llave inglesa,1,3500,3392.45
664,2025-04-02,Nivel,3,4200,13223.29
665,2025-04-02,Pinza,2,2200,4688.6
666,2025-04-02,Llave inglesa,5,3500,18186.6
667,2025-04-02,Taladro,1,35000,35809.74
668,2025-04-02,Tornillos (caja),2,1200,2276.38
669,2025-04-02,Clavos (kg),2,2800,5754.5
670,2025-04-02,Martillo,1,4500,4421.97
671,2025-04-03,Destornillador,2,1800,3243.73
672,2025-04-03,Clavos (kg),2,2800,5495.74
673,2025-04-03,Nivel,4,4200,17305.81
674,2025-04-03,Llave inglesa,3,3500,10049.37
675,2025-04-03,Martillo,1,4500,4637.07
676,2025-04-03,Pinza,5,2200,11525.11
677,2025-04-03,Martillo,2,4500,8852.19
678,2025-04-03,Taladro,1,35000,38480.2
679,2025-04-03,Cinta métrica,4,1500,5623.57
680,2025-04-03,Llave inglesa,1,3500,3156.49
681,2025-04-04,Tornillos (caja),1,1200,1302.83
682,2025-04-04,Sierra,3,5800,17241.13
683,2025-04-04,Clavos (kg),5,2800,13982.95
684,2025-04-04,Taladro,5,35000,173880.73
685,2025-04-04,Pinza,1,2200,2125.5
686,2025-04-04,Nivel,3,4200,13150.87
687,2025-04-04,Martillo,3,4500,14285.07
688,2025-04-04,Tornillos (caja),2,1200,2244.24
689,2025-04-04,Cinta métrica,4,1500,6018.34
690,2025-04-04,Destornillador,4,1800,7443.73
691,2025-04-04,Taladro,2,35000,69684.36
692,2025-04-04,Pinza,1,2200,2094.75
693,2025-04-05,Nivel,3,4200,13744.17
694,2025-04-05,Llave inglesa,5,3500,18280.09
695,2025-04-05,Martillo,3,4500,13914.95
696,2025-04-05,Pinza,1,2200,2273.83
697,2025-04-05,Nivel,3,4200,11742.49
698,2025-04-05,Clavos (kg),3,2800,8719.69
699,2025-04-06,Sierra,5,5800,27380.93
700,2025-04-06,Taladro,4,35000,130289.2
701,2025-04-06,Tornillos (caja),3,1200,3539.41
702,2025-04-06,Clavos (kg),4,2800,11776.47
703,2025-04-06,Pinza,2,2200,4558.7
704,2025-04-06,Tornillos (caja),1,1200,1206.12
705,2025-04-06,Clavos (kg),3,2800,7691.21
706,2025-04-07,Destornillador,1,1800,1918.36
707,2025-04-07,Clavos (kg),2,2800,5681.43
708,2025-04-07,Taladro,2,35000,67593.65
709,2025-04-07,Clavos (kg),4,2800,10340.38
710,2025-04-07,Pinza,5,2200,10975.42
711,2025-04-07,Clavos (kg),4,2800,11891.47
712,2025-04-07,Nivel,2,4200,8422.26
713,2025-04-07,Nivel,5,4200,19142.49
714,2025-04-07,Nivel,3,4200,13162.67
715,2025-04-07,Cinta métrica,3,1500,4784.81
716,2025-04-07,Pinza,5,2200,10060.66
717,2025-04-07,Cinta métrica,3,1500,4680.35
718,2025-04-08,Martillo,1,4500,4937.52
719,2025-04-08,Nivel,1,4200,4021.16
720,2025-04-08,Taladro,2,35000,73721.59
721,2025-04-08,Cinta métrica,3,1500,4943.57
722,2025-04-08,Cinta métrica,4,1500,6443.54
723,2025-04-08,Cinta métrica,4,1500,5496.3
724,2025-04-08,Clavos (kg),2,2800,5771.96
725,2025-04-08,Sierra,1,5800,5427.03
726,2025-04-08,Clavos (kg),4,2800,11264.61
727,2025-04-08,Pinza,1,2200,2312.72
728,2025-04-08,Llave inglesa,4,3500,14485.8
729,2025-04-09,Cinta métrica,5,1500,7318.91
730,2025-04-09,Pinza,2,2200,4365.35
731,2025-04-09,Taladro,3,35000,98458.09
732,2025-04-09,Destornillador,1,1800,1911.41
733,2025-04-09,Cinta métrica,5,1500,7899.08
734,2025-04-09,Martillo,2,4500,8470.95
735,2025-04-09,Destornillador,5,1800,8160.44
736,2025-04-09,Tornillos (caja),1,1200,1138.74
737,2025-04-09,Martillo,4,4500,17780.27
738,2025-04-09,Clavos (kg),2,2800,5884.91
739,2025-04-09,Martillo,2,4500,9007.01
740,2025-04-10,Pinza,5,2200,10601.59
741,2025-04-10,Tornillos (caja),3,1200,3410.57
742,2025-04-10,Taladro,5,35000,165236.5
743,2025-04-10,Llave inglesa,3,3500,9578.01
744,2025-04-10,Tornillos (caja),2,1200,2460.48
745,2025-04-10,Cinta métrica,5,1500,7493.43
746,2025-04-10,Sierra,4,5800,24526.13
747,2025-04-11,Cinta métrica,4,1500,5579.06
748,2025-04-11,Cinta métrica,2,1500,3152.65
749,2025-04-11,Nivel,2,4200,8986.89
750,2025-04-11,Llave inglesa,2,3500,7428.09
751,2025-04-11,Martillo,5,4500,22107.05
752,2025-04-11,Cinta métrica,5,1500,7544.99
753,2025-04-11,Cinta métrica,2,1500,2853.0
754,2025-04-11,Sierra,1,5800,6289.78
755,2025-04-12,Destornillador,5,1800,9404.25
756,2025-04-12,Pinza,1,2200,2098.12
757,2025-04-12,Tornillos (caja),5,1200,5447.46
758,2025-04-12,Destornillador,2,1800,3819.35
759,2025-04-12,Tornillos (caja),5,1200,5660.42
760,2025-04-12,Pinza,3,2200,6340.21
761,2025-04-12,Martillo,2,4500,9786.89
762,2025-04-12,Destornillador,4,1800,7796.8
763,2025-04-13,Pinza,4,2200,9530.62
764,2025-04-13,Clavos (kg),3,2800,8862.86
765,2025-04-13,Cinta métrica,4,1500,6040.38
766,2025-04-13,Sierra,3,5800,16570.23
767,2025-04-13,Clavos (kg),4,2800,11123.85
768,2025-04-13,Nivel,3,4200,13644.11
769,2025-04-13,Sierra,3,5800,17100.48
770,2025-04-13,Tornillos (caja),2,1200,2515.8
771,2025-04-13,Martillo,3,4500,13643.94
772,2025-04-13,Tornillos (caja),5,1200,6264.01
773,2025-04-13,Llave inglesa,2,3500,6574.67
774,2025-04-13,Pinza,4,2200,8922.83
775,2025-04-14,Nivel,5,4200,21649.35
776,2025-04-14,Sierra,3,5800,18316.49
777,2025-04-14,Nivel,4,4200,16668.39
778,2025-04-14,Sierra,2,5800,10764.7
779,2025-04-14,Clavos (kg),4,2800,10492.27
780,2025-04-14,Clavos (kg),1,2800,2813.41
781,2025-04-15,Martillo,1,4500,4421.15
782,2025-04-15,Pinza,1,2200,2291.15
783,2025-04-15,Martillo,2,4500,9010.32
784,2025-04-15,Sierra,1,5800,5936.69
785,2025-04-16,Nivel,4,4200,15172.86
786,2025-04-16,Clavos (kg),5,2800,13751.75
787,2025-04-16,Martillo,5,4500,23499.87
788,2025-04-16,Clavos (kg),3,2800,7588.8
789,2025-04-16,Cinta métrica,2,1500,2764.21
790,2025-04-16,Destornillador,5,1800,8368.02
791,2025-04-16,Pinza,5,2200,11058.2
792,2025-04-16,Sierra,3,5800,18426.38
793,2025-04-16,Destornillador,3,1800,5896.04
794,2025-04-16,Nivel,5,4200,19921.47
795,2025-04-16,Pinza,3,2200,6842.93
796,2025-04-16,Destornillador,1,1800,1653.66
797,2025-04-17,Cinta métrica,5,1500,7464.01
798,2025-04-17,Martillo,2,4500,8248.84
799,2025-04-17,Cinta métrica,3,1500,4559.27
800,2025-04-17,Destornillador,5,1800,9754.47
801,2025-04-17,Pinza,2,2200,4753.12
802,2025-04-17,Tornillos (caja),4,1200,4580.25
803,2025-04-17,Destornillador,3,1800,5831.26
804,2025-04-17,Tornillos (caja),1,1200,1123.05
805,2025-04-17,Sierra,1,5800,6335.3
806,2025-04-18,Taladro,4,35000,152008.5
807,2025-04-18,Llave inglesa,2,3500,7089.54
808,2025-04-18,Tornillos (caja),4,1200,4969.95
809,2025-04-18,Clavos (kg),3,2800,8204.86
810,2025-04-18,Taladro,1,35000,35005.55
811,2025-04-18,Sierra,1,5800,5333.32
812,2025-04-18,Pinza,1,2200,2129.86
813,2025-04-18,Tornillos (caja),5,1200,5876.04
814,2025-04-18,Sierra,1,5800,5955.58
815,2025-04-18,Nivel,4,4200,15886.54
816,2025-04-18,Clavos (kg),4,2800,11047.34
817,2025-04-18,Tornillos (caja),4,1200,4402.27
818,2025-04-19,Llave inglesa,2,3500,7298.35
819,2025-04-19,Destornillador,3,1800,5026.56
820,2025-04-19,Taladro,4,35000,134866.99
821,2025-04-19,Destornillador,1,1800,1621.87
822,2025-04-19,Llave inglesa,4,3500,13607.77
823,2025-04-19,Llave inglesa,1,3500,3242.75
824,2025-04-19,Taladro,4,35000,138567.62
825,2025-04-19,Clavos (kg),5,2800,13742.52
826,2025-04-19,Martillo,1,4500,4368.52
827,2025-04-19,Destornillador,5,1800,9176.48
828,2025-04-19,Sierra,4,5800,20937.26
829,2025-04-19,Cinta métrica,4,1500,6335.0
830,2025-04-20,Pinza,5,2200,11046.43
831,2025-04-20,Cinta métrica,2,1500,2783.3
832,2025-04-20,Llave inglesa,3,3500,10485.56
833,2025-04-20,Destornillador,2,1800,3552.97
834,2025-04-20,Cinta métrica,3,1500,4485.81
835,2025-04-20,Destornillador,3,1800,5131.84
836,2025-04-20,Pinza,4,2200,8965.1
837,2025-04-20,Pinza,4,2200,8108.27
838,2025-04-20,Llave inglesa,1,3500,3814.18
839,2025-04-20,Sierra,5,5800,28303.36
840,2025-04-20,Sierra,4,5800,22433.18
841,2025-04-21,Taladro,3,35000,101233.97
842,2025-04-21,Pinza,4,2200,8472.96
843,2025-04-21,Cinta métrica,3,1500,4312.3
844,2025-04-21,Nivel,5,4200,22184.29
845,2025-04-21,Sierra,4,5800,22180.59
846,2025-04-21,Cinta métrica,3,1500,4152.5
847,2025-04-21,Tornillos (caja),2,1200,2444.27
848,2025-04-21,Clavos (kg),2,2800,5803.52
849,2025-04-21,Clavos (kg),1,2800,3053.68
850,2025-04-21,Nivel,2,4200,8296.6
851,2025-04-21,Llave inglesa,1,3500,3723.28
852,2025-04-21,Cinta métrica,4,1500,5567.01
853,2025-04-22,Pinza,3,2200,6809.44
854,2025-04-22,Cinta métrica,4,1500,5488.76
855,2025-04-22,Tornillos (caja),4,1200,4878.95
856,2025-04-22,Clavos (kg),5,2800,15185.79
857,2025-04-22,Cinta métrica,5,1500,6805.15
858,2025-04-22,Sierra,5,5800,29544.16
859,2025-04-22,Destornillador,1,1800,1896.82
860,2025-04-23,Taladro,5,35000,159050.38
861,2025-04-23,Cinta métrica,3,1500,4919.15
862,2025-04-23,Cinta métrica,1,1500,1353.16
863,2025-04-23,Llave inglesa,2,3500,7014.95
864,2025-04-23,Clavos (kg),5,2800,14225.45
865,2025-04-23,Tornillos (caja),2,1200,2373.97
866,2025-04-23,Cinta métrica,4,1500,6326.81
867,2025-04-23,Tornillos (caja),5,1200,5580.89
868,2025-04-24,Nivel,1,4200,4028.16
869,2025-04-24,Destornillador,1,1800,1919.27
870,2025-04-24,Taladro,3,35000,101049.7
871,2025-04-25,Pinza,5,2200,10962.44
872,2025-04-25,Nivel,1,4200,4148.06
873,2025-04-25,Nivel,3,4200,11509.28
874,2025-04-25,Martillo,1,4500,4070.33
875,2025-04-25,Sierra,1,5800,6005.48
876,2025-04-25,Taladro,2,35000,70223.91
877,2025-04-25,Clavos (kg),2,2800,5410.71
878,2025-04-25,Cinta métrica,4,1500,5678.23
879,2025-04-25,Cinta métrica,2,1500,2811.83
880,2025-04-25,Cinta métrica,4,1500,5435.03
881,2025-04-26,Pinza,4,2200,8962.28
882,2025-04-26,Cinta métrica,1,1500,1561.42
883,2025-04-26,Pinza,3,2200,6933.07
884,2025-04-26,Destornillador,5,1800,8283.15
885,2025-04-26,Clavos (kg),2,2800,5449.69
886,2025-04-26,Pinza,4,2200,8120.56
887,2025-04-26,Nivel,5,4200,22956.85
888,2025-04-26,Sierra,5,5800,28354.11
889,2025-04-26,Cinta métrica,5,1500,6921.35
890,2025-04-26,Sierra,4,5800,23744.56
891,2025-04-26,Llave inglesa,5,3500,17815.59
892,2025-04-26,Taladro,3,35000,96975.09
893,2025-04-27,Destornillador,2,1800,3508.78
894,2025-04-27,Taladro,5,35000,171096.21
895,2025-04-27,Tornillos (caja),2,1200,2435.91
896,2025-04-27,Cinta métrica,2,1500,2992.0
897,2025-04-27,Clavos (kg),2,2800,5661.5
898,2025-04-27,Nivel,3,4200,11693.55
899,2025-04-27,Sierra,4,5800,23754.06
900,2025-04-28,Martillo,4,4500,16691.52
901,2025-04-28,Cinta métrica,5,1500,7508.16
902,2025-04-28,Nivel,4,4200,17420.58
903,2025-04-28,Cinta métrica,4,1500,5986.44
904,2025-04-28,Destornillador,5,1800,8155.55
905,2025-04-28,Pinza,3,2200,5983.16
906,2025-04-28,Pinza,5,2200,10535.07
907,2025-04-28,Nivel,5,4200,22018.58
908,2025-04-29,Clavos (kg),5,2800,12916.99
909,2025-04-29,Destornillador,3,1800,5697.12
910,2025-04-29,Sierra,5,5800,30871.14
911,2025-04-29,Martillo,4,4500,18166.87
912,2025-04-29,Cinta métrica,1,1500,1570.8
913,2025-04-29,Pinza,3,2200,7094.75
914,2025-04-29,Martillo,4,4500,17146.13
915,2025-04-29,Destornillador,4,1800,7726.02
916,2025-04-29,Destornillador,2,1800,3391.11
917,2025-04-29,Tornillos (caja),3,1200,3859.96
918,2025-04-30,Cinta métrica,2,1500,3069.69
919,2025-04-30,Pinza,2,2200,4668.79
920,2025-04-30,Tornillos (caja),3,1200,3623.24
921,2025-04-30,Tornillos (caja),5,1200,5602.05
922,2025-04-30,Llave inglesa,3,3500,10652.74
923,2025-04-30,Clavos (kg),1,2800,2595.93
924,2025-04-30,Cinta métrica,1,1500,1647.75
925,2025-04-30,Taladro,2,35000,66495.48
926,2025-04-30,Sierra,2,5800,12206.62
927,2025-04-30,Cinta métrica,4,1500,5570.61
928,2025-04-30,Llave inglesa,4,3500,13650.48
929,2025-04-30,Destornillador,1,1800,1765.03
930,2025-05-01,Sierra,4,5800,25289.18
931,2025-05-01,Sierra,5,5800,26114.34
932,2025-05-01,Destornillador,4,1800,7394.17
933,2025-05-01,Sierra,1,5800,6142.99
934,2025-05-01,Cinta métrica,2,1500,3280.88
935,2025-05-01,Pinza,4,2200,8392.62
936,2025-05-01,Llave inglesa,3,3500,10599.35
937,2025-05-02,Tornillos (caja),4,1200,5076.77
938,2025-05-02,Martillo,1,4500,4139.62
939,2025-05-02,Nivel,1,4200,3884.36
940,2025-05-02,Taladro,4,35000,138782.51
941,2025-05-02,Cinta métrica,2,1500,3297.42
942,2025-05-03,Llave inglesa,2,3500,7524.19
943,2025-05-03,Llave inglesa,1,3500,3608.21
944,2025-05-03,Llave inglesa,1,3500,3410.29
945,2025-05-03,Taladro,1,35000,34274.39
946,2025-05-03,Llave inglesa,2,3500,6900.92
947,2025-05-04,Destornillador,1,1800,1696.83
948,2025-05-04,Destornillador,2,1800,3667.45
949,2025-05-04,Clavos (kg),4,2800,10100.8
950,2025-05-04,Sierra,1,5800,6366.26
951,2025-05-05,Taladro,4,35000,127983.19
952,2025-05-05,Cinta métrica,1,1500,1569.23
953,2025-05-05,Destornillador,1,1800,1732.81
954,2025-05-05,Llave inglesa,2,3500,6835.81
955,2025-05-05,Taladro,2,35000,63957.76
956,2025-05-05,Tornillos (caja),1,1200,1226.48
957,2025-05-05,Taladro,4,35000,135833.26
958,2025-05-05,Pinza,2,2200,4769.51
959,2025-05-05,Tornillos (caja),4,1200,5145.56
960,2025-05-06,Destornillador,2,1800,3781.76
961,2025-05-06,Tornillos (caja),4,1200,4657.47
962,2025-05-06,Cinta métrica,3,1500,4761.97
963,2025-05-06,Pinza,3,2200,6790.9
964,2025-05-07,Clavos (kg),5,2800,14280.02
965,2025-05-07,Tornillos (caja),3,1200,3800.86
966,2025-05-07,Martillo,3,4500,12704.7
967,2025-05-07,Tornillos (caja),5,1200,5626.38
968,2025-05-07,Cinta métrica,3,1500,4631.55
969,2025-05-07,Pinza,4,2200,8599.16
970,2025-05-08,Nivel,5,4200,19198.25
971,2025-05-08,Martillo,3,4500,14671.6
972,2025-05-08,Taladro,4,35000,150102.79
973,2025-05-08,Tornillos (caja),4,1200,4670.8
974,2025-05-08,Taladro,4,35000,152724.68
975,2025-05-08,Destornillador,1,1800,1831.45
976,2025-05-09,Llave inglesa,2,3500,6355.76
977,2025-05-09,Martillo,4,4500,18023.8
978,2025-05-09,Clavos (kg),4,2800,11028.81
979,2025-05-10,Destornillador,5,1800,9067.78
980,2025-05-10,Taladro,3,35000,96255.54
981,2025-05-10,Destornillador,5,1800,9757.66
982,2025-05-10,Taladro,5,35000,168936.26
983,2025-05-10,Tornillos (caja),1,1200,1154.44
984,2025-05-10,Cinta métrica,2,1500,2734.74
985,2025-05-10,Destornillador,4,1800,6647.02
986,2025-05-10,Tornillos (caja),5,1200,5466.03
987,2025-05-10,Taladro,1,35000,31588.65
988,2025-05-11,Martillo,2,4500,8993.54
989,2025-05-11,Sierra,5,5800,29099.89
990,2025-05-11,Llave inglesa,2,3500,6820.62
991,2025-05-11,Llave inglesa,1,3500,3690.0
992,2025-05-11,Martillo,3,4500,14329.19
993,2025-05-12,Clavos (kg),1,2800,2667.25
994,2025-05-12,Tornillos (caja),1,1200,1199.08
995,2025-05-12,Clavos (kg),3,2800,7653.14
996,2025-05-12,Tornillos (caja),2,1200,2336.49
997,2025-05-12,Llave inglesa,1,3500,3775.99
998,2025-05-12,Destornillador,2,1800,3773.36
999,2025-05-12,Martillo,1,4500,4822.82
1000,2025-05-13,Pinza,1,2200,2187.58
1001,2025-05-13,Cinta métrica,2,1500,2807.38
1002,2025-05-13,Martillo,5,4500,23864.02
1003,2025-05-14,Pinza,3,2200,6267.71
1004,2025-05-14,Sierra,3,5800,18534.47
1005,2025-05-14,Tornillos (caja),3,1200,3325.97
1006,2025-05-14,Martillo,2,4500,8501.73
1007,2025-05-14,Clavos (kg),1,2800,3054.28
1008,2025-05-14,Destornillador,4,1800,7727.09
1009,2025-05-14,Llave inglesa,3,3500,9631.41
1010,2025-05-14,Nivel,1,4200,4089.89
1011,2025-05-14,Llave inglesa,5,3500,18495.78
1012,2025-05-15,Pinza,4,2200,8568.16
1013,2025-05-15,Nivel,2,4200,8790.54
1014,2025-05-15,Clavos (kg),2,2800,5208.63
1015,2025-05-15,Cinta métrica,1,1500,1419.9
1016,2025-05-15,Sierra,1,5800,6323.15
1017,2025-05-15,Martillo,4,4500,19256.42
1018,2025-05-15,Llave inglesa,1,3500,3293.64
1019,2025-05-15,Pinza,4,2200,8785.97
1020,2025-05-15,Martillo,2,4500,9380.97
1021,2025-05-15,Destornillador,1,1800,1951.66
1022,2025-05-15,Clavos (kg),4,2800,11649.9
1023,2025-05-15,Sierra,4,5800,25401.93
1024,2025-05-16,Tornillos (caja),1,1200,1201.3
1025,2025-05-16,Cinta métrica,1,1500,1527.57
1026,2025-05-16,Martillo,4,4500,18584.8
1027,2025-05-16,Taladro,2,35000,67083.46
1028,2025-05-17,Cinta métrica,3,1500,4336.25
1029,2025-05-17,Llave inglesa,2,3500,6404.56
1030,2025-05-17,Pinza,2,2200,4646.34
1031,2025-05-17,Tornillos (caja),1,1200,1117.3
1032,2025-05-17,Taladro,4,35000,139049.54
1033,2025-05-17,Cinta métrica,1,1500,1510.78
1034,2025-05-17,Pinza,4,2200,8462.62
1035,2025-05-17,Llave inglesa,1,3500,3213.29
1036,2025-05-18,Tornillos (caja),1,1200,1131.6
1037,2025-05-18,Sierra,2,5800,10651.61
1038,2025-05-18,Pinza,3,2200,6463.04
1039,2025-05-18,Martillo,3,4500,12852.45
1040,2025-05-18,Taladro,1,35000,38164.68
1041,2025-05-18,Nivel,5,4200,22041.93
1042,2025-05-18,Pinza,1,2200,2183.3
1043,2025-05-19,Destornillador,1,1800,1642.2
1044,2025-05-19,Pinza,2,2200,4134.36
1045,2025-05-19,Cinta métrica,3,1500,4667.66
1046,2025-05-19,Destornillador,5,1800,9155.01
1047,2025-05-19,Destornillador,1,1800,1978.98
1048,2025-05-20,Nivel,2,4200,7714.52
1049,2025-05-20,Sierra,1,5800,5269.53
1050,2025-05-20,Nivel,1,4200,3921.11
1051,2025-05-20,Tornillos (caja),4,1200,5108.82
1052,2025-05-20,Cinta métrica,4,1500,5435.38
1053,2025-05-20,Cinta métrica,2,1500,2912.37
1054,2025-05-21,Llave inglesa,3,3500,10386.62
1055,2025-05-21,Taladro,1,35000,35798.75
1056,2025-05-21,Tornillos (caja),2,1200,2470.69
1057,2025-05-21,Nivel,4,4200,18086.14
1058,2025-05-21,Nivel,1,4200,3853.69
1059,2025-05-22,Taladro,4,35000,131584.82
1060,2025-05-22,Clavos (kg),2,2800,5746.44
1061,2025-05-22,Clavos (kg),1,2800,3074.07
1062,2025-05-22,Sierra,4,5800,23406.56
1063,2025-05-22,Nivel,3,4200,13639.95
1064,2025-05-22,Clavos (kg),3,2800,8212.48
1065,2025-05-22,Taladro,1,35000,33732.14
1066,2025-05-22,Pinza,1,2200,2374.14
1067,2025-05-22,Llave inglesa,1,3500,3716.06
1068,2025-05-23,Clavos (kg),3,2800,8848.29
1069,2025-05-23,Pinza,2,2200,4048.12
1070,2025-05-23,Pinza,3,2200,6644.47
1071,2025-05-23,Martillo,2,4500,9136.25
1072,2025-05-23,Cinta métrica,3,1500,4891.69
1073,2025-05-23,Taladro,2,35000,66311.72
1074,2025-05-23,Sierra,3,5800,18840.65
1075,2025-05-23,Martillo,3,4500,14708.41
1076,2025-05-23,Tornillos (caja),2,1200,2430.29
1077,2025-05-23,Pinza,4,2200,8874.14
1078,2025-05-24,Nivel,1,4200,3855.82
1079,2025-05-24,Pinza,5,2200,10381.38
1080,2025-05-24,Clavos (kg),4,2800,10081.53
1081,2025-05-24,Tornillos (caja),2,1200,2547.09
1082,2025-05-24,Sierra,2,5800,12571.57
1083,2025-05-25,Martillo,1,4500,4182.94
1084,2025-05-25,Taladro,1,35000,37425.37
1085,2025-05-25,Sierra,1,5800,5653.37
1086,2025-05-25,Cinta métrica,5,1500,6901.55
1087,2025-05-25,Llave inglesa,3,3500,9736.55
1088,2025-05-25,Taladro,4,35000,148171.59
1089,2025-05-25,Nivel,3,4200,11778.99
1090,2025-05-25,Clavos (kg),5,2800,14803.58
1091,2025-05-26,Tornillos (caja),2,1200,2341.62
1092,2025-05-26,Llave inglesa,2,3500,6548.79
1093,2025-05-26,Martillo,5,4500,22012.21
